index,minimum,maximum,Combination
12DGR141tipp,0.0,0.0,Fructose
12DGR160tipp,0.0,0.0,Fructose
12DGR161tipp,0.0,0.0,Fructose
12DGR180tipp,0.0,0.0,Fructose
EX_pydx_e,0.0,0.0,Fructose
EX_pydxn_e,0.0,0.0,Fructose
EX_pyr_e,0.0,0.0,Fructose
EX_quin_e,0.0,0.0,Fructose
EX_r5p_e,0.0,0.0,Fructose
EX_rfamp_e,0.0,0.0,Fructose
EX_rib__D_e,0.0,0.0,Fructose
EX_rmn_e,0.0,0.0,Fructose
EX_sbt__D_e,0.0,0.0,Fructose
EX_sel_e,0.0,0.0,Fructose
EX_ser__D_e,0.0,0.0,Fructose
EX_ser__L_e,0.0,0.0,Fructose
EX_skm_e,0.0,0.0,Fructose
12DGR181tipp,0.0,0.0,Fructose
12PPDRtex,0.0,0.0,Fructose
12PPDRtpp,0.0,0.0,Fructose
EX_dms_e,0.0,0.0,Fructose
12PPDStex,0.0,0.0,Fructose
12PPDStpp,0.0,0.0,Fructose
14GLUCANabcpp,0.0,0.0,Fructose
EX_slnt_e,0.0,0.0,Fructose
EX_so2_e,0.0,0.0,Fructose
EX_so3_e,0.0,0.0,Fructose
EX_dmso_e,0.0,0.0,Fructose
EX_so4_e,-0.06090910771548776,-0.060909107715478826,Fructose
EX_spmd_e,0.0,0.0,Fructose
EX_succ_e,0.08004907212165714,0.08004907212230314,Fructose
14GLUCANtexi,0.0,0.0,Fructose
23CAMPtex,0.0,0.0,Fructose
23CCMPtex,0.0,0.0,Fructose
EX_sucr_e,0.0,0.0,Fructose
EX_sulfac_e,0.0,0.0,Fructose
23CGMPtex,0.0,0.0,Fructose
EX_tartr__D_e,0.0,0.0,Fructose
23CUMPtex,0.0,0.0,Fructose
EX_dopa_e,0.0,0.0,Fructose
23DAPPAt2pp,0.0,0.0,Fructose
23DAPPAtex,0.0,0.0,Fructose
23PDE2pp,0.0,0.0,Fructose
23PDE4pp,0.0,0.0,Fructose
EX_tartr__L_e,0.0,0.0,Fructose
EX_taur_e,0.0,0.0,Fructose
EX_tcynt_e,0.0,0.0,Fructose
23PDE7pp,0.0,0.0,Fructose
23PDE9pp,0.0,0.0,Fructose
EX_doxrbcn_e,0.0,0.0,Fructose
26DAHtex,0.0,0.0,Fructose
2AGPA120tipp,0.0,0.0,Fructose
EX_thm_e,0.0,0.0,Fructose
EX_thr__L_e,0.0,0.0,Fructose
EX_dtmp_e,0.0,0.0,Fructose
EX_thrp_e,0.0,0.0,Fructose
2AGPA140tipp,0.0,0.0,Fructose
2AGPA141tipp,0.0,0.0,Fructose
EX_thym_e,0.0,0.0,Fructose
EX_dump_e,0.0,0.0,Fructose
EX_thymd_e,0.0,0.0,Fructose
2AGPA160tipp,0.0,0.0,Fructose
2AGPA161tipp,0.0,0.0,Fructose
EX_tma_e,0.0,0.0,Fructose
EX_duri_e,0.0,0.0,Fructose
EX_tmao_e,0.0,0.0,Fructose
EX_tre_e,0.0,0.0,Fructose
EX_trp__L_e,0.0,0.0,Fructose
2AGPA180tipp,0.0,0.0,Fructose
2AGPA181tipp,0.0,0.0,Fructose
2AGPE120tipp,0.0,0.0,Fructose
2AGPE140tipp,0.0,0.0,Fructose
2AGPE141tipp,0.0,0.0,Fructose
2AGPE160tipp,0.0,0.0,Fructose
EX_tsul_e,0.0,0.0,Fructose
EX_eca4colipa_e,0.0,0.0,Fructose
EX_ttdca_e,0.0,0.0,Fructose
2AGPE161tipp,0.0,0.0,Fructose
2AGPE180tipp,0.0,0.0,Fructose
2AGPE181tipp,0.0,0.0,Fructose
2AGPEAT120,0.0,0.0,Fructose
EX_ttdcea_e,0.0,0.0,Fructose
EX_enlipa_e,0.0,0.0,Fructose
2AGPEAT140,0.0,0.0,Fructose
2AGPEAT141,0.0,0.0,Fructose
2AGPEAT160,0.0,0.0,Fructose
EX_ttrcyc_e,0.0,0.0,Fructose
EX_enter_e,0.0,0.0,Fructose
2AGPEAT161,0.0,0.0,Fructose
EX_etha_e,0.0,0.0,Fructose
2AGPEAT180,0.0,0.0,Fructose
2AGPEAT181,0.0,0.0,Fructose
EX_tungs_e,0.0,0.0,Fructose
EX_tym_e,0.0,0.0,Fructose
2AGPG120tipp,0.0,0.0,Fructose
EX_ethso3_e,0.0,0.0,Fructose
2AGPG140tipp,0.0,0.0,Fructose
2AGPG141tipp,0.0,0.0,Fructose
2AGPG160tipp,0.0,0.0,Fructose
2AGPG161tipp,0.0,0.0,Fructose
EX_tyr__L_e,0.0,0.0,Fructose
EX_tyrp_e,0.0,0.0,Fructose
EX_uacgam_e,0.0,0.0,Fructose
EX_udpacgal_e,0.0,0.0,Fructose
EX_udpg_e,0.0,0.0,Fructose
2AGPG180tipp,0.0,0.0,Fructose
2AGPG181tipp,0.0,0.0,Fructose
2AGPGAT120,0.0,0.0,Fructose
EX_udpgal_e,0.0,0.0,Fructose
EX_etoh_e,8.077669219895403,8.077669219896903,Fructose
EX_udpglcur_e,0.0,0.0,Fructose
2AGPGAT140,0.0,0.0,Fructose
2AGPGAT141,0.0,0.0,Fructose
2AGPGAT160,0.0,0.0,Fructose
2AGPGAT161,0.0,0.0,Fructose
EX_ump_e,0.0,0.0,Fructose
2AGPGAT180,0.0,0.0,Fructose
EX_f6p_e,0.0,0.0,Fructose
2AGPGAT181,0.0,0.0,Fructose
EX_ura_e,0.0,0.0,Fructose
2DGULRGx,0.0,0.0,Fructose
EX_urea_e,0.0,0.0,Fructose
2DGULRGy,0.0,0.0,Fructose
EX_fald_e,0.0,0.0,Fructose
2DGULRx,0.0,0.0,Fructose
2DGULRy,0.0,0.0,Fructose
EX_uri_e,0.0,0.0,Fructose
2MAHMP,0.0,0.0,Fructose
34dhpactex,0.0,0.0,Fructose
EX_fe2_e,-0.001993112350887632,-0.001993112349951932,Fructose
3AMACHYD,0.0,0.0,Fructose
3AMPtex,0.0,0.0,Fructose
3CMPtex,0.0,0.0,Fructose
3GMPtex,0.0,0.0,Fructose
EX_fe3_e,-0.0018856441574583362,-0.0018856441573165265,Fructose
3HAD100,0.0,0.0,Fructose
EX_fe3dcit_e,0.0,0.0,Fructose
3HAD120,0.0,0.0,Fructose
5DOAN,0.00016204754481220307,0.00016204754481220307,Fructose
EX_fe3dhbzs_e,0.0,0.0,Fructose
5MTRtex,0.0,0.0,Fructose
5MTRtpp,0.0,0.0,Fructose
3HAD121,0.0,0.0,Fructose
3HAD140,0.0,0.0,Fructose
A5PISO,0.009397308589765343,0.009397308589800429,Fructose
EX_fe3hox_e,0.0,0.0,Fructose
AACPS1,0.0,0.0,Fructose
AACPS2,0.0,0.0,Fructose
3HAD141,0.0,0.0,Fructose
EX_fe3hox_un_e,0.0,0.0,Fructose
AACPS3,0.03082236072907667,0.030822360729549685,Fructose
AACPS4,0.03632859623023114,0.03632859623164615,Fructose
AACPS5,0.0,0.0,Fructose
3HAD160,0.0,0.0,Fructose
AACPS6,0.0,0.0,Fructose
EX_fecrm_e,0.0,0.0,Fructose
AACPS7,0.018794617179488833,0.018794617180107474,Fructose
3HAD161,0.0,0.0,Fructose
AACPS8,0.0,0.0,Fructose
EX_fecrm_un_e,0.0,0.0,Fructose
AACPS9,0.0,0.0,Fructose
3HAD180,0.0,0.0,Fructose
3HAD181,0.0,0.0,Fructose
AACTOOR,0.0,0.0,Fructose
AADDGT,0.0,0.0,Fructose
AAMYL,0.0,0.0,Fructose
AAMYLpp,0.0,0.0,Fructose
AB6PGH,0.0,0.0,Fructose
ABTA,0.0,0.0,Fructose
ABUTD,0.0,0.0,Fructose
3HAD40,0.0,0.0,Fructose
3HAD60,0.0,0.0,Fructose
3HAD80,0.0,0.0,Fructose
3HCINNMH,0.0,0.0,Fructose
3HPPPNH,0.0,0.0,Fructose
ABUTt2pp,0.0,1000.0,Fructose
EX_feenter_e,0.0,0.0,Fructose
ABUTtex,0.0,0.0,Fructose
3HPPtex,0.0,0.0,Fructose
3HPPtpp,0.0,0.0,Fructose
ACACCT,0.0,0.0,Fructose
ACACT1r,0.0859455741395753,0.08594557414071652,Fructose
3KGK,0.0,0.0,Fructose
ACACT2r,0.08594557413949538,0.08594557414048876,Fructose
EX_feoxam_e,0.0,0.0,Fructose
ACACT3r,0.08594557413970282,0.0859455741398436,Fructose
ACACT4r,0.08594557413957393,0.08594557413987416,Fructose
3NTD2pp,0.0,0.0,Fructose
3NTD4pp,0.0,0.0,Fructose
EX_feoxam_un_e,0.0,0.0,Fructose
ACACT5r,0.08594557413943259,0.08594557413982323,Fructose
EX_for_e,17.283320004023164,17.283320004031108,Fructose
ACACT6r,0.06715095695973727,0.06715095696024895,Fructose
3NTD7pp,0.0,0.0,Fructose
3NTD9pp,0.0,0.0,Fructose
EX_fru_e,-10.0,-10.0,Fructose
3OAR100,0.0,0.0,Fructose
ACACT7r,0.06715095696167106,0.06715095696023861,Fructose
EX_frulys_e,0.0,0.0,Fructose
ACACT8r,0.0,0.0,Fructose
ACACt2pp,0.0,0.0,Fructose
ACACtex,0.0,0.0,Fructose
3OAR120,0.0,0.0,Fructose
3OAR121,0.0,0.0,Fructose
3OAR140,0.01879461717953039,0.018794617179805156,Fructose
ACALD,-8.077669219897247,-8.077669219894613,Fructose
3OAR141,0.0,0.0,Fructose
EX_fruur_e,0.0,0.0,Fructose
3OAR160,0.0,0.0,Fructose
ACALDtex,0.0,0.0,Fructose
EX_fuc__L_e,0.0,0.0,Fructose
3OAR161,0.0,0.0,Fructose
EX_fum_e,0.0,0.0,Fructose
ACALDtpp,0.0,0.0,Fructose
3OAR180,0.0,0.0,Fructose
EX_fusa_e,0.0,0.0,Fructose
ACANTHAT,0.0,0.0,Fructose
3OAR181,0.0,0.0,Fructose
ACBIPGT,0.0,0.0,Fructose
EX_g1p_e,0.0,0.0,Fructose
ACCOAC,0.018796066188873004,0.01879606618962797,Fructose
3OAR40,0.0,0.0,Fructose
EX_g3pc_e,0.0,0.0,Fructose
3OAR60,0.0,0.0,Fructose
ACCOAL,0.0,1000.0,Fructose
ACGAL1PPpp,0.0,0.0,Fructose
3OAR80,0.0,0.0,Fructose
EX_g3pe_e,0.0,0.0,Fructose
ACGAL1Ptex,0.0,0.0,Fructose
ACGALtex,0.0,0.0,Fructose
ACGAM1PPpp,0.0,0.0,Fructose
3OAS100,0.0,0.0,Fructose
ACGAM1Ptex,0.0,0.0,Fructose
ACGAMK,0.0,0.0,Fructose
ACGAMT,0.0,0.0,Fructose
3OAS120,0.0,0.0,Fructose
3OAS121,0.0,0.0,Fructose
3OAS140,0.018794617179530394,0.018794617180535243,Fructose
ACGAptspp,0.0,0.0,Fructose
EX_g3pg_e,0.0,0.0,Fructose
ACGAtex,0.0,0.0,Fructose
ACGK,0.07143422857688701,0.07143422858053254,Fructose
ACGS,0.07143422857688701,0.07143422858093966,Fructose
3OAS141,0.0,0.0,Fructose
3OAS160,0.0,0.0,Fructose
3OAS161,0.0,0.0,Fructose
ACHBS,0.07016320588188456,0.07016320588276623,Fructose
EX_g3pi_e,0.0,0.0,Fructose
3OAS180,0.0,0.0,Fructose
ACKr,-1000.0000000000001,-8.06693882269725,Fructose
EX_g3ps_e,0.0,0.0,Fructose
ACLS,0.21113732482178044,0.2111373248234561,Fructose
ACM6PH,0.0,0.0,Fructose
ACMAMUT,0.0,0.0,Fructose
3OAS181,0.0,0.0,Fructose
EX_g6p_e,0.0,0.0,Fructose
3OAS60,0.0,0.0,Fructose
ACMANAptspp,0.0,0.0,Fructose
EX_gal_e,0.0,0.0,Fructose
ACMANAtex,0.0,0.0,Fructose
ACMUMptspp,0.0,0.0,Fructose
3OAS80,0.0,0.0,Fructose
3OXCOAT,0.0,0.0,Fructose
ACMUMtex,0.0,0.0,Fructose
EX_gal_bD_e,0.0,0.0,Fructose
ACNAMt2pp,0.0,0.0,Fructose
3PEPTabcpp,0.0,0.0,Fructose
3PEPTtex,0.0,0.0,Fructose
3UMPtex,0.0,0.0,Fructose
EX_gal1p_e,0.0,0.0,Fructose
42A12BOOXpp,0.0,0.0,Fructose
ACNAMtex,0.0,0.0,Fructose
ACNML,0.0,0.0,Fructose
ACOAD1f,-0.08594557414304321,-0.08594557413935604,Fructose
4HOXPACDtex,0.0,0.0,Fructose
4HTHRS,0.0,0.0,Fructose
ACOAD2f,-0.08594557415135948,-0.08594557413949186,Fructose
EX_galct__D_e,0.0,0.0,Fructose
ACOAD3f,-0.08594557413966174,-0.08594557413946023,Fructose
ACOAD4f,-0.08594557413811413,-0.08594557413895017,Fructose
4PCP,0.0,0.0,Fructose
4PCPpp,0.0,0.0,Fructose
ACOAD5f,-0.08594557413923407,-0.08594557413726402,Fructose
4PEPTabcpp,0.0,0.0,Fructose
EX_galctn__D_e,0.0,0.0,Fructose
4PEPTtex,0.0,0.0,Fructose
5DGLCNR,0.0,0.0,Fructose
ACOAD6f,-0.06715095696055634,-0.06715095695860701,Fructose
ACOAD7f,-0.03082236072919672,-0.030822360725420734,Fructose
ACOAD8f,0.0,0.0,Fructose
ACOATA,0.0,0.0,Fructose
5DGLCNt2rpp,0.0,0.0,Fructose
5DGLCNtex,0.0,0.0,Fructose
ACODA,0.07143422857688701,0.07143422857729155,Fructose
EX_galctn__L_e,0.0,0.0,Fructose
ACOLIPAabctex,0.0,0.0,Fructose
ACONIs,0.0,0.0,Fructose
EX_galt_e,0.0,0.0,Fructose
ACONMT,0.0,0.0,Fructose
ACONTa,0.2596605421784233,0.25966054217943635,Fructose
ACONTb,0.2596605421784233,0.2596605421794267,Fructose
ACOTA,-0.07143422857881887,-0.07143422857688701,Fructose
ACPPAT120,0.0,0.0,Fructose
AGM4PCPpp,0.0,0.0,Fructose
AGM4PH,0.0,0.0,Fructose
AGM4Pt2pp,0.0,0.0,Fructose
AGMH,0.0,0.0,Fructose
ACPPAT140,0.0,0.0,Fructose
EX_galur_e,0.0,0.0,Fructose
ACPPAT141,0.0,0.0,Fructose
ACPPAT160,0.0,0.015411180367736877,Fructose
AGMHE,0.0,0.0,Fructose
AGMT,0.0,0.0,Fructose
ACPPAT161,0.0,0.018164298118481182,Fructose
AGMt2pp,0.0,0.0,Fructose
EX_gam_e,0.0,0.0,Fructose
AGMtex,0.0,0.0,Fructose
ACPPAT180,0.0,0.0,Fructose
ACPPAT181,0.0,0.0,Fructose
ACPS1,0.0,0.0,Fructose
AGPAT120,0.0,0.0,Fructose
AGPAT140,0.0,0.0,Fructose
EX_gam6p_e,0.0,0.0,Fructose
ACS,0.0,991.933061177331,Fructose
ACSERtex,0.0,0.0,Fructose
AGPAT141,0.0,0.0,Fructose
EX_gbbtn_e,0.0,0.0,Fructose
ACSERtpp,0.0,0.0,Fructose
AGPAT160,0.01541118036459903,0.015411180369108577,Fructose
EX_gdp_e,0.0,0.0,Fructose
AGPAT161,0.018164298115506777,0.018164298124419453,Fructose
AGPAT180,0.0,0.0,Fructose
AGPAT181,0.0,0.0,Fructose
AGPR,-0.07143422857696044,-0.07143422857688701,Fructose
ACt2rpp,-1000.0,-8.207631833783164,Fructose
ACt4pp,0.0,991.792368166199,Fructose
ACtex,-8.207631833840678,-8.20763183380132,Fructose
ADA,0.0,0.0,Fructose
ADCL,0.00016156454169803465,0.00016156454169826887,Fructose
AGt3,0.0,0.0,Fructose
AHCYSNS,0.0001081926975795358,0.00010819269445131401,Fructose
ADCS,0.00016156454169803468,0.00016156454169838488,Fructose
AICART,0.1310756946191599,0.13107569461797988,Fructose
AMALT3,0.0,0.0,Fructose
AIRC2,0.1081963201028879,0.10819632010378921,Fructose
AIRC3,-0.10819632010292293,-0.10819632010221701,Fructose
AKGDH,0.0,0.0,Fructose
AKGt2rpp,0.0,0.0,Fructose
AKGtex,0.0,0.0,Fructose
ALAALAD,0.0,0.0,Fructose
ALAALAabcpp,0.0,0.0,Fructose
ADD,0.0,0.0,Fructose
ADEt2rpp,0.0,0.0,Fructose
ADEtex,0.0,0.0,Fructose
ADK1,-1000.0,1000.0,Fructose
ADK3,-1000.0,999.809062831438,Fructose
ADK4,0.0,0.0,Fructose
ADMDC,0.0,0.0,Fructose
ADNCYC,0.0,0.0,Fructose
ADNK1,0.0,0.00027024023985868856,Fructose
ALAALAr,0.006710845268616245,0.006710845267225515,Fructose
ALAALAtex,0.0,0.0,Fructose
ALAGLUE,0.0,0.0,Fructose
ALAR,0.01006626790293151,0.010066267921748782,Fructose
ADNUC,0.0,0.0,Fructose
ADNt2pp_copy1,0.0,1000.0,Fructose
ADNt2pp_copy2,-1000.0,0.0,Fructose
ADNtex,0.0,0.0,Fructose
ADOCBIK,0.0,0.0,Fructose
ADOCBLS,0.0,0.0,Fructose
ALATA_D2,0.0,0.0,Fructose
ALATA_L,-1000.0,999.7574073388678,Fructose
ALATA_L2,0.0,0.0,Fructose
ALATRS,0.0,0.0,Fructose
ALAabcpp,0.0,0.0,Fructose
